SiteCode,Exclude,Exclude_reason,CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,TowerHeight,CanopyHeight,Tier
BR-Res,NA,NA,NA,"BrasÌ_lia, Brazil‰Ûªs capital, is located in the west central area of the country in the Federal District.   This biological reserve is within 40 km of BrasÌ_lia.    This reserve is also an active research site utilized by scientists from many locations, including the University of BrasÌ_lia.","Active, core measurements presently being made",Brazil,Brasilia-Reserva Ecol  Aguas Emendadas,-15.55,-47.6,1056,WSA,Woody Savannas,NA,NA,NA
BR-Sa1,NA,NA,2,"The LBA Tapajos KM67 Mature Forest site is located in the Tapajos National Forest, a 450,000 ha closed-canopy upland forest in Amazonian Brazil. Bounded by the Tapajos River in the west and highway BR-163 to the east, the tower is located on a flat plateau (or planalto) that extends up to 150 km to the north, south, and east. Within the confines of the National Forest, anthropogenic disturbances are limited to a few small hunting trails. The surrounding stand is classified as ‰Û÷primary‰Ûª or ""old-growth"" predominantly by its uneven age distribution, emergent trees, numerous epiphytes, and abundant large logs. In 2007, falling trees hit the tower guy wires rendering all instrumentation in-operational. After a complete restoration, tower measurements resumed in August of 2008. (Pyle et al., 2008, Hutyra et al., 2007, Saleska et al., 2003)","Active, core measurements presently being made",Brazil,Santarem-Km67-Primary Forest,-2.8567,-54.9589,88,EBF,Evergreen Broadleaf Forests,NA,NA,NA
BR-Sa2,NA,NA,2,The entrance to the pasture site is at km 77 and in the Fazenda of Sr. Farias,"Inactive, core measurements no longer being made",Brazil,Santarem-Km77-Pasture,-3.0119,-54.53652,37,EBF,Evergreen Broadleaf Forest,NA,NA,NA
BR-Sa3,FALSE,NA,2,Cleared forest.   Logged site is near km 83 along BR-183.,"Inactive, core measurements no longer being made",Brazil,Santarem-Km83-Logged Forest,-3.01802927,-54.97143509,100,EBF,Evergreen Broadleaf Forests,NA,NA,1
BR-Sga,NA,NA,2,Parque Nacional do Pico da Neblina (IBAMA) 2 km east from BR 307 road at km 65.,"Active, core measurements presently being made",Brazil,Sao Gabriel da Cachoeira,0.21233,-66.76473,104,EBF,Evergreen Broadleaf Forest,NA,NA,NA
BR-Sp1,NA,NA,2,The savanna site is owned by the Brazilian government.,"Active, core measurements presently being made",Brazil,Sao Paulo Cerrado,-21.61947,-47.64989,641,EBF,Evergreen Broadleaf Forest,NA,NA,NA
BR-Sp2,NA,NA,NA,The sugar cane site is owned by a private sugar mill.  The operating agreement is an informal one which no fixed term.,"Active, core measurements presently being made",Brazil,Sao Paulo Sugar Cane,-21.63706,-47.79025,587,WSA,Woody Savannas,NA,NA,NA
BR-Su1,NA,NA,NA,Related to Reserva Ecologica do Roncador IBGE - Torre A,"Active, core measurements presently being made",Brazil,Brasilia - Campo Sujo Bienal Tardia,-15.95,-47.86667,1096,WSA,Woody Savannas,NA,NA,NA
BR-Su2,NA,NA,NA,Related to Reserva Ecologica do Roncador IBGE - Torre B,"Active, core measurements presently being made",Brazil,Brasilia - Campo Sujo Quadrienal,-15.95,-47.86667,1096,WSA,Woody Savannas,NA,NA,NA
BW-GhG,NA,NA,NA,"Ghanzi Grass Site is currently Inactive, core measurements no longer being made.  This site began collecting data in 2002 and is located in Botswana.","Inactive, core measurements no longer being made",Botswana,Ghanzi Grass Site,-21.51,21.74,1161,GRA,Grasslands,NA,NA,NA
BW-GhM,NA,NA,NA,"Ghanzi Mixed Site is currently Inactive, core measurements no longer being made.  This site began collecting data in 2002 and is located in Botswana.","Inactive, core measurements no longer being made",Botswana,Ghanzi Mixed Site,-21.2,21.75,1139,SAV,Savannas,NA,NA,NA
BW-Ghz,NA,NA,5,"The experiment was conducted on the Dqae Qare reserve, located approximately 24 km northeast of Ghanzi, Botswana.  Two sites were selected less than 2 km apart for intensive measurements, one with an herbaceous canopy composed primarily of grass, and one with herbaceous vegetation mixed with a tree cover representative of the region.","Inactive, core measurements no longer being made",Botswana,Ghanzi/Okwa River Crossing,-22.40917,21.71306,1073,OSH,Open Shrublands,NA,NA,NA
BW-Ma1,NA,NA,NA,"The study site is located in a savanna woodland  about 20 km east of Maun, Botswana.  The area is under communal land use, and for many decades was primarily used for cattle grazing and firewood collection.  Cattle were eliminated around 1997 for disease control.","Active, core measurements presently being made",Botswana,Maun- Mopane Woodland,-19.9165,23.56033,NA,SAV,Savannas,NA,NA,NA
BW-Ma2,NA,NA,11,This site was part of the Kalahari Transect campaign.,"Inactive, core measurements no longer being made",Botswana,Maun- Floodplain,-19.60759,23.28693,NA,NA,Permanent Wetlands,NA,NA,NA
BW-Mkt,NA,NA,NA,This site was part of the Kalahari Transect campaign.,"Inactive, core measurements no longer being made",Botswana,Maun - Kalahari Transect,-19.923,23.594,929,SAV,Savannas,NA,NA,NA
CA-Ca1,NA,NA,1,~54 y old Douglas-fir.,"Active, core measurements presently being made","British Columbia, Canada",BC-Campbell River 1949 Douglas-fir,49.86725,-125.3336,313,ENF,Evergreen Needleleaf Forest,NA,NA,NA
CA-Ca2,NA,NA,1,Originally Douglas-fir and planted to Douglas fir (harvest Jan 2000).,"Active, core measurements presently being made","British Columbia, Canada",BC-Campbell River 2000 Douglas-fir,49.87048,-125.29087,170,ENF,Evergreen Needleleaf Forest,NA,NA,NA
CA-Ca3,NA,NA,1,13-14 yr-old Douglas-fir with much understory (salal etc).,"Active, core measurements presently being made","British Columbia, Canada",BC-Campbell River 1988 Douglas-fir,49.53462,-124.90044,153,ENF,Evergreen Needleleaf Forest,NA,NA,NA
CA-Cbo,NA,NA,NA,Mixed deciduous forest from natural regrowth.,"Active, core measurements presently being made","Ontario, Canada",ON-Borden Mixedwood,44.3185,-79.9342,217,MF,Mixed Forests,NA,NA,NA
CA-Cha,NA,NA,NA,mature balsam fir forest,"Inactive, core measurements no longer being made","New Brunswick, Canada",NB-Charlie Lake 1 1975 Balsam Fir,45.8847,-67.3569,150,MF,Mixed Forests,NA,NA,NA
CA-DL1,NA,NA,5,No Description Available,"Active, core measurements presently being made",Canada,Daring Lake - Mixed Tundra,64.8689,-111.5748,NA,OSH,Open Shrublands,NA,NA,NA
CA-DL2,NA,NA,11,No Description Available,"Active, core measurements presently being made",Canada,Daring Lake - Fen,64.8648,-111.5677,NA,NA,Permanent Wetlands,NA,NA,NA
CA-Fen,NA,NA,1,"SK-Fen is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in Canada.","Active, core measurements presently being made","Saskatchewan, Canada",SK-Fen,53.80206,-104.61798,494,ENF,Evergreen Needleleaf Forest,NA,NA,NA
CA-Gro,NA,NA,NA,"ON-Groundhog River Mixedwood is currently Active, core measurements presently being made.  This site began collecting data in 2003 and is located in Canada.","Active, core measurements presently being made","Ontario, Canada","Ontario - Groundhog River, Boreal Mixedwood Forest",48.2167,-82.1556,340,MF,Mixed Forests,NA,NA,NA
CA-Let,NA,NA,6,"Established in May 1998.  Approximately 145 kilometers east of the Canadian Rockies and 95 kilometers north of the United States border., short/mixed grass prairie (C3/C4)","Active, core measurements presently being made","Alberta, Canada",AB-Lethbridge Grassland,49.70919,-112.94025,926,GRA,Grasslands,NA,NA,NA
CA-LuM,NA,NA,11,"wetland flooded due to dam construction to build a reservoir in 1952, eventually slight nutirent inflow into the wetland from the reservoir","Inactive, core measurements no longer being made",Canada,Luther Marsh Wildlife Management Area,43.9201,-80.4052,NA,NA,Permanent Wetlands,NA,NA,NA
CA-MA1,NA,NA,9,"This site was part of a comparison among three fields, closely located together in Manitoba.  The objective was to investigate the effect of conversion of perennial hay/pasture lands to annual crops.  This practice is being done by some producers, especially when grain prices are up and cattle prices are down.    This field had been in perennial forages (grass with small amount of legume) for several decades.  Field size = 39 ha.  In 2008, the producer tilled the land so that part of the summer had perennial forage, and the remainder was fallow.  In 2009, oats were planted.  In 2010, canola was planted.  In 2011, oats were planted.","Inactive, core measurements no longer being made","Manitoba, Canada",Manitoba Agricultural Site 1: Oats-Canola-Oats,50.16447,-97.87622,NA,CRO,Croplands,NA,NA,NA
CA-MA2,NA,NA,NA,"(nullThis site was part of a comparison among three fields, closely located together in Manitoba.  The objective was to investigate the effect of conversion of perennial hay/pasture lands to annual crops.  This practice is being done by some producers, especially when grain prices are up and cattle prices are down.    This field had been in perennial forages (grass with small amount of legume) for several decades.  Field size = 60 ha.  In 2009, the producer tilled the land so that part of the summer had perennial forage, and the remainder was fallow (see effect outlined by Fraser and Amiro 2013).  In 2010, oats were planted.  In 2011, the field was too wet to plant and remained fallow.  Cattle were in the field for a brief period in June 2011to feed on weeds.","Inactive, core measurements no longer being made","Manitoba, Canada",Manitoba Agricultural Site 2: Hay converted-Oat-Fallow,50.17097,-97.87622,NA,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
CA-MA3,NA,NA,9,"(nullThis site was part of a comparison among three fields, closely located together in Manitoba.  The objective was to investigate the effect of conversion of perennial hay/pasture lands to annual crops.  This practice is being done by some producers, especially when grain prices are up and cattle prices are down.  This field has been in perennial forages (grass (timothy, fescue, brome) with small amount of legume) for several decades.  Field size = 40 ha.  Hay was harvested once each year. Cattle were placed in the field each autumn to graze.","Inactive, core measurements no longer being made","Manitoba, Canada",Manitoba Agricultural Site 3: Hay,50.17744,-97.86864,NA,CRO,Croplands,NA,NA,NA
CA-Man,FALSE,NA,1,"Significant burns in 1964,1981,1994, boreal, evergreen coniferous forests, boreal needle forest, old black spruce trees.  Study site is 5 km x 5 km.","Inactive, core measurements no longer being made","Manitoba, Canada",Manitoba - Northern Old Black Spruce (former BOREAS Northern Study Area),55.87960052,-98.48079681,259,ENF,Evergreen Needleleaf Forests,NA,NA,1
CA-Mer,NA,NA,11,"Slightly raised ologotrophic (ombrotrophic) bog peatland, fen & wetlands.  Site is located on land owned by the National Capitol Commission (NCC) whose mandate is to protect and preserve green space around Ottawa.  Environmental assessments by NCC, required to maintain operations, are conducted every 3 years or so.","Active, core measurements presently being made","Ontario, Canada",ON-Mer Bleue Eastern Peatland,45.4094,-75.5187,65,NA,Permanent Wetlands,NA,NA,NA
CA-Na1,NA,NA,NA,immature balsam fir forest,"Inactive, core measurements no longer being made","New Brunswick, Canada",NB-Nashwaak Lake 1 1967 Balsam Fir,46.47384,-67.09933,325,MF,Mixed Forests,NA,NA,NA
CA-Na2,NA,NA,NA,"Young balsam fir forest, to be thinned fall 2004","Inactive, core measurements no longer being made","New Brunswick, Canada",NB-Nashwaak Lake 2 1975 Balsam Fir,46.47583,-67.07694,338,MF,Mixed Forests,NA,NA,NA
CA-NS1,FALSE,NA,1,NA,NA,Canada,UCI-1850 burn site,55.87919998,-98.48390198,260,ENF,Evergreen Needleleaf Forests,24,20,1
CA-NS2,FALSE,NA,1,NA,NA,Canada,UCI-1930 burn site,55.90579987,-98.52469635,260,ENF,Evergreen Needleleaf Forests,20,20,1
CA-NS3,FALSE,NA,1,NA,NA,Canada,UCI-1964 burn site,55.9117012,-98.38220215,260,ENF,Evergreen Needleleaf Forests,10,7,1
CA-NS4,FALSE,NA,1,"The UCI-1964 wet site is located in a continental boreal forest, dominated by black spruce trees, within the BOREAS northern study area in central Manitoba, Canada. The site is a member of a chronological series of sites that are representative secondary succession growth stages after large stand replacement fires. Black spruce trees undergo a slow growth process enabling the accurate determination of the chronosequence of stand age disturbance. Additionally, boreal forests make up approximately 25% of forest ecosystems on earth. With both of these in mind, the UCI sites provide an excellent location to study the CO2 exchange between the atmosphere and boreal forest ecosystems as a function of sequential wildfires.","Inactive, core measurements no longer being made","Manitoba, Canada",UCI-1964 burn site wet,55.9144,-98.3806,260,ENF,Evergreen Needleleaf Forests,10,NA,1
