,SiteCode,Exclude,Exclude_reason,CABLE_PFT,CABLE_patchfrac,Source_CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,Tier,MeasurementHeight,TowerHeight,CanopyHeight,VegetationDescription,SoilType,Disturbance,CropDescription,Irrigation,Reference
45,AU-Rob,FALSE,NA,2,1,IGBP,"The Robson Creek tower is located in tropical rainforest, approximately 30 km northwest of Atherton in Far North Queensland. Vegetation type: the forest is mapped as Regional Ecosystem (RE) 7.3.36a, complex mesophyll vine forest (Queensland Government 2006). The forest type changes to RE 7.12.16a, simple to complex notophyll vine forest, with increasing altitude to the north of the 25Ha plot. In structure the forest is very tall to extremely tall closed forest with canopy heights ranging from 23 to 44 m","Active, core measurements presently being made",Australia,"Robson Creek, Queensland, Australia",-17.1175,145.6301,710,EBF,Evergreen Broadleaf Forests,1,40,40,28,"Tropical rainforest, complex mesophyll vine forest.","Acidic, Dystrophic, Brown Dermosol",NA,NA,NA,"Beringer, J., Hutley, L. B., McHugh, I., Arndt, S. K., Campbell, D., Cleugh, H. A., Cleverly, J., Resco de Dios, V., Eamus, D., Evans, B., Ewenz, C., Grace, P., Griebel, A., Haverd, V., Hinko-Najera, N., Huete, A., Isaac, P., Kanniah, K., Leuning, R., Liddell, M. J., Macfarlane, C., Meyer, W., Moore, C., Pendall, E., Phillips, A., Phillips, R. L., Prober, S. M., Restrepo-Coupe, N., Rutledge, S., Schroder, I., Silberstein, R., Southall, P., Yee, M. S., Tapper, N. J., Gorsel, E. van, Vote, C., Walker, J. and"
46,AU-Sam,FALSE,NA,10,1,Anna (see vegetation description),"The Samford flux station is situated on an improved (Paspalum dilatum) pasture in the humid subtropical climatic region of coastal south-east Queensland. Located only 20km from the centre of Brisbane city, Samford valley provides an ideal case study to examine the impact of urbanisation and land use change on ecosystem processes.","Active, core measurements presently being made",Australia,Samford,-27.3881,152.8778,170,GRA,Grasslands,NA,2,NA,0.5,"The Samford flux station is situated on an improved (Paspalum dilatum) pasture in the humid subtropical climatic region of coastal south-east Queensland (GPS coordinates: -27.3881, 152.8778). Located only 20km from the centre of Brisbane city, Samford valley provides an ideal case study to examine the impact of urbanisation and land use change on ecosystem processes.",,,,,
47,AU-SiP,FALSE,NA,6,1,Anna (based on site info on OzFlux website),The Silver Plains flux station is located on the Tasmanian Central Plateau.,NA,Australia,Silver Plains,-42.090556,147.0875,860,GRA,Grasslands,NA,2.5,2.5,0.1,,,,,,
48,AU-Stp,FALSE,NA,10,1,Anna (see vegetation description),"The Sturt Plains flux station is located approximately 280km north of Tennant Creek, Northern Territory. The flux tower site is 280km north of Tennant Creek, amongst a low lying plain dominated by Mitchell Grass (gen. Astrebla). Elevation of the site is close to 250m and mean annual precipitation at a nearby Bureau of Meteorology site is 640mm. Maximum temperatures range from 28.4__�C (in June/ July) to 39.1__�C (in December), while minimum temperatures range from 11.2__�C (in July) to 24.4__�C (in December). The instrument mast is 5 meters tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall and net radiation are measured. Soil heat fluxes are measured and soil moisture content is gathered using time domain reflectometry. Ancillary measurements taken at the site include LAI, leaf-scale physiological properties (gas exchange, leaf isotope ratios, N and chlorophyll concentrations), vegetation optical properties and soil physical properties. Airborne based remote sensing (Lidar and hyperspectral measurements) was carried out across the transect in September 2008.","Active, core measurements presently being made",Australia,Sturt Plains,-17.1507,133.3502,252,GRA,Grasslands,1,4.8,5,0.5,Low lying plain dominated by Mitchell Grass (gen. Astrebla),Red kandasol,NA,NA,NA,"Beringer, J., Hutley, L. B., Hacker, J. M., Neininger, B. and Paw U, K. T.: Patterns and processes of carbon, water and energy cycles across northern Australian landscapes: From point to region, Agric. For. Meteorol., 151(11), 1409–1416, 2011a."
49,AU-TTE,FALSE,NA,"1,7,14","0.03,0.64,0.33","Anna (fractions based on MODIS treefrac and nonveg, C4 frac from ISLSCP II)","The Ti Tree East flux station is located on Pine Hill cattle station in the Northern Territory. The site is a mosaic of the primary semi-arid biomes of central Australia: grassy mulga woodland and Corymbia/Triodia savanna. The woodland is characterised by a mulga (Acacia aneura) canopy, which is 4.85 m tall on average. The soil is red sand overlying an 8 m deep water table.","Active, core measurements presently being made",Australia,Ti Tree East,-22.287,133.64,553,OSH,Open Shrublands,1,9.81,13.7,6.5,"Grassy mulga woodland and Corymbia/Triodia savanna. The woodland is characterised by a mulga (Acacia aneura) canopy,",Red sand overlying an 8 m deep water table.,NA,NA,NA,
50,AU-Tum,FALSE,NA,2,1,IGBP,"The Tumbarumba flux station is located in the Bago State forest in south eastern New South Wales. The forest is classified as wet sclerophyll, the dominant species is Eucalyptus delegatensis, and average tree height is 40m.","Active, core measurements presently being made",Australia,Tumbarumba,-35.6566,148.1517,1200,EBF,Evergreen Broadleaf Forests,1,70,70,40,"Qet sclerophyll, the dominant species is Eucalyptus delegatensis.",Alfisol,NA,NA,NA,"Leuning, R., Cleugh, H. A., Zegelin, S. J. and Hughes, D.: Carbon and water fluxes over a temperate Eucalyptus forest and a tropical wet/dry savanna in Australia: measurements and comparison with MODIS remote sensing estimates, Agric. For. Meteorol., 129(3–4), 151–173, 2005."
51,AU-Vir,NA,NA,NA,,,"40 km NE of Chartres Towers, QLD.  The Virginia Park flux station was located on a cattle grazing property near Charters Towers, Queensland. The Eucalyptus trees in this wet-dry tropical savannah ecosystem were 8-10m tall and the height of the instrument mast was 27m. Elevation of the site was 200m and mean annual precipitation was 700mm, falling predominantly in the wet season (November - March) and highly variable in time and space.","Inactive, core measurements no longer being made",Australia,Virginia Park,-19.88333,146.55389,305,SAV,Savannas,NA,NA,NA,NA,,,,,,
52,AU-Wac,FALSE,NA,2,1,IGBP,"The Wallaby Creek flux station was located in Kinglake National Park, Victoria, South Eastern Australia. The site was approximately 45km north east of Melbourne, at an elevation of approximately 720 metres, and was located on the southern edge of the Hume Plateau. The catchment area was dominated by Eucalyptus Regnans or Mountain Ash, the world's tallest flowering plant (angiosperm). Trees can reach heights of more than 90 metres growing in areas with high rainfall and fertile soil. The tower itself was located within an old growth stand with individual trees as old as 300 years. The forest was classed as a tall, wet sclerophyll forest, and the dominant Mountain Ash trees had an average canopy height of 75m. Below the dominant canopy lay a temperate rainforest understorey consisting of Pomaderris aspera and Olearia argophylla species, which were 10-18 metres tall. The lower layers of vegetation were dominated by tree ferns (Cyathea australis and Dicksonia antartica) and extensive tracts of rosette and rhizonic ferns (Polystichum proliferum and Blechnum wattsii) as well as Acacia trees. Bushfires swept through the region in January 2009 destroying the tower. Data from the site was recorded from May 2010 to 2016. The post fire instrumentation was not as diverse when compared to the pre fire instrumentation.","Inactive, core measurements no longer being made",Australia,Wallaby Creek,-37.429,145.18725,562,EBF,Evergreen Broadleaf Forests,1,95,110,75,"The catchment area was dominated by Eucalyptus Regnans or Mountain Ash, the world's tallest flowering plant.","Krasnozemic soils, which were friable red/brown, with high amounts of organic matter in the upper 20 - 30cm.","Bushfires swept through the region in January 2009 destroying the tower. Data from the site was recorded from May 2010 to 2016. The post fire instrumentation was not as diverse when compared to the pre fire instrumentation. Before the bushfire, the main mast stood at 110m. In March 2010, a replacement tower was established. It was monitoring from May 2010 and sat at a height of 5m.",NA,NA,"Kilinc, M., Beringer, J., Hutley, L. B., Tapper, N. J. and McGuire, D. A.: Carbon and water exchange of the world’s tallest angiosperm forest, Agric. For. Meteorol., 182–183, 215–224, 2013."
53,AU-Whr,FALSE,NA,2,1,IGBP,"The Whroo flux station is located approximately 45km south west of Shepparton, Victoria. It was established in October 2011. The flux tower site was classified as box woodland. The vegetation is dominated by two main Eucalypt species: Eucalyptus microcarpa (Grey Box) and Eucalyptus leucoxylon (Yellow Gum). Smaller numbers of Eucalyptus sideroxylon (Ironbark) and Acacia pycnantha (Golden Wattle) are also found on site. The instrument mast is 36m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique.","Active, core measurements presently being made",Australia,Whroo,-36.6732,145.0294,152,EBF,Evergreen Broadleaf Forests,1,32,35,28,Box woodland. The vegetation is dominated by two main Eucalypt species: Eucalyptus microcarpa (Grey Box) and Eucalyptus leucoxylon (Yellow Gum).,NA,NA,NA,NA,"McHugh, I. D., Beringer, J., Cunningham, S. C., Baker, P. J., Cavagnaro, T. R., Mac Nally, R. and Thompson, R. M.: Interactions between nocturnal turbulent flux, storage and advection at an “ideal” eucalypt woodland site, Biogeoscience, 14, 3027-3050, 2017."
54,AU-Wom,FALSE,NA,2,1,IGBP,"The Wombat Flux research site was established in January 2010. The site is located within the Wombat State Forest, between Ballarat and Daylesford in Central Victoria, 100km west of Melbourne. The Wombat Forest research site is located in the Wombat State Forest, Victoria, South Eastern Australia at an elevation of 713m. The site is a secondary re-growth forest that was last harvested in 1980. Dominant tree species are Eucalyptus obliqua (messmate stringybark), Eucalyptus radiata (narrow leaf peppermint) and Eucalyptus rubida (candlebark) with an average canopy height of 25m. The understorey consists mainly of patchy grasses and the soil is a silty-clay overlying clay. The forest is managed by the Department of Sustainability and Environment and management includes selective harvesting and prescribed burning regimes. The climate of the study area is classified as cool-temperate to Mediterranean zone with cold and wet winters (May-Aug) and warm and dry summers (Dec-Feb). Mean annual rainfall in the region in the last 20 years was between 600-700 mm.","Active, core measurements presently being made",Australia,Wombat,-37.4222,144.0944,705,EBF,Evergreen Broadleaf Forests,1,30,33,23,"Dominant tree species are Eucalyptus obliqua (messmate stringybark), Eucalyptus radiata (narrow leaf peppermint) and Eucalyptus rubida (candlebark).",Silty-clay overlying clay,The site is a secondary re-growth forest that was last harvested in 1980.,NA,NA,
55,AU-Wrr,FALSE,NA,2,1,IGBP,"The Warra flux site is located in the Warra Long-Term Ecological Research (LTER) site in south western Tasmania (GPS coordinates: -43.0950, 146.6545). The 15,900 ha Warra LTER   is partly contained within the Tasmanian Wilderness World Heritage Area (western section of the LTER), which is managed for conservation, and State forest which is managed for multipe-uses including wood production. Timber harvesting on State forest within the LTER commenced in the 1970's. Warra LTER is located between the Huon and Weld Rivers and rises to the Weld Range _ a total elevational range of 50-1300 m. The flux site itself is situated on a small flat at an elevation of 100 m adjacent to the Huon River. The climate of Warra classified as temperate with a mild summer and no dry season Mean annual precipitation is 1700 mm with a relatively uniform seasonal distribution. Summer temperatures peak in January (min. 8.4�C _ max 19.2�C) with winter temperatures reaching their lowest in July (min 2.6�C _ max 8.4�C). Eucalyptus obliqua forests dominate the vegetation below 650 m where they exist as fire-maintained communities. On fertile soils these forests attain mature heights in excess of 55m: the tallest E. obliqua within the LTER reaches a height of 90m. The understorey vegetation progresses from wet sclerophyll (dominated by Pomaderris apatala and Acacia dealbata) to rainforest (dominated by Nothofagus cunninghamii, Atherosperma moschatum, Eucryphia lucida and Phyllocladus aspleniifolius) with increasing time intervals between fire events. The flux tower is installed in a stand of tall, mixed-aged E. obliqua forest (77 and >250 years-old) with a rainforest understorey and a dense man-fern (Dicksonia antarctica) ground-layer. The site supports prodigous quantities of coarse woody debris as is characteristic of these fire-maintained eucalypt forests on fertile sites in southern Tasmania. The soil at the flux site is derived from Permian mudstone and has a gradational profile with a dark brown organic clayey silt topsoil overlying a yellow brown clay. The instruments are mounted at the top of an 80m tall guyed steel lattice tower. Fluxes of heat, water vapour and carbon dioxide are measured using the open-path eddy flux technique. Supplementary measurements above the canopy include temperature, humidity, windspeed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation. Soil moisture content is measured using Time Domain reflectometry, while soil heat fluxes and temperature are also measured.","Active, core measurements presently being made",Australia,Warra,-43.09502,146.6545,100,EBF,Evergreen Broadleaf Forests,1,80,80,55,"stand of tall, mixed-aged_E. obliqua_forest (77 and >250 years-old) with a rainforest understorey and a dense man-fern (Dicksonia antarctica) ground-layer",The soil at the flux site is derived from Permian mudstone and has a gradational profile with a dark brown organic clayey silt topsoil overlying a yellow brown clay,NA,NA,NA,
56,AU-Ync,FALSE,NA,"6,7","0.86,0.14","Anna (see ref, C4 fraction from International Satellite Land Surface Climatology
381 Project Initiative II)","The flux tower monitoring system is located within the Yanco region of New South Wales, Australia. This is a topographically flat area, primarily comprised of the following soil types: sandy loams, scattered clays, red brown earths, transitional red brown earth, sands over clay and deep sands. Stream valleys and layered soil and sedimentary materials are found across the landscape.","Active, core measurements presently being made",Australia,Jaxa,-34.9893,146.2907,125,GRA,Grasslands,1,8,20,0.5,Grasses,"Sandy loams, scattered clays, red brown earths, transitional red brown earth, sands over clay and deep sands.",,NA,NA,"Yee, M. S., Pauwels, V. R. N., Daly, E., Beringer, J., Rüdiger, C., McCabe, M. F. and Walker, J. P.: A comparison of optical and microwave scintillometers with eddy covariance derived surface heat fluxes, Agric. For. Meteorol., 213, 226–239, 2015."
57,BD-Mym,NA,NA,NA,,,NA,"Active, core measurements presently being made",Bangladesh,Mymensingh Flux Study Site,24.73935,90.42629,14,CRO,Croplands,NA,NA,NA,NA,,,,,,
58,BE-Bra,FALSE,NA,"1,4","0.8,0.2","Anna (see ref, mixed but tower surrounded by ENF)","20 km NNE of Antwerp, planted stand with traditional forest management, all undergrowth was completely removed in 1993","Active, core measurements presently being made",Belgium,Brasschaat,51.309167,4.52056,16,MF,Mixed Forests,1,39,41,21,"Forest consists of many patches of different coniferous and deciduous species, with a variety of understorey species as well. Dominant: Scots pine (Pinus sylvestris L., pedunculate oak (Quercus robur L.). The undergrowth is dominated by black cherry (Prunus serotina Ehrh.), rhododendron (Rhododendron ponticum L.) and grass (Molinia caerulea (L.) Moench), and an extensive moss cover (dominated by Hypnum cupressiforme Hedw.) ","The soil is loamy sand, moderately wet, with a distinct humus and iron B-horizon and is classified as Umbric Regosol. Below the sandy top soil, at a depth of 1.5-2 m, lies a clay layer. Due to this clay layer, the site has poor drainage, and groundwater depth usually is between 1.2 and 1.5 m",NA,NA,NA,"Carrara, A., Janssens, I. A., Curiel Yuste, J. and Ceulemans, R.: Seasonal changes in photosynthesis, respiration and NEE of a mixed temperate forest, Agric. For. Meteorol., 126(1–2), 15–31, 2004."
